City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
342,Champagnole,FR,46.75,5.91,37.99,93,20,4.7,0.0,0.0
343,Tocopilla,CL,-22.09,-70.2,71.65,22,67,8.63,0.0,0.0
344,Adrar,DZ,27.87,-0.29,62.6,29,0,4.7,0.0,0.0
345,Ormond Beach,US,29.29,-81.06,78.01,56,40,9.17,0.0,0.0
346,Malindi,KE,-3.22,40.12,80.6,83,40,5.77,0.0,0.0
347,Alta Floresta,BR,-9.87,-56.08,81.95,68,100,3.22,0.0,0.0
348,Zwedru,LR,6.07,-8.13,75.11,86,65,2.98,0.0,0.0
349,Kaitangata,NZ,-46.28,169.85,48.99,65,100,11.01,0.0,0.0
350,Vila Franca Do Campo,PT,37.72,-25.43,64.4,77,75,8.05,0.0,0.0
351,Saint Anthony,US,43.97,-111.68,52.0,39,75,9.17,0.0,0.0
352,Morondava,MG,-20.3,44.28,77.74,62,0,3.51,0.0,0.0
353,Nanortalik,GL,60.14,-45.24,31.12,92,100,52.59,0.0,4.81
354,North Bend,US,43.41,-124.22,63.0,82,1,4.7,0.0,0.0
355,Peace River,CA,56.23,-117.29,3.2,71,75,10.29,0.0,0.0
356,Dauriya,RU,49.93,116.85,16.84,49,0,16.37,0.0,0.0
357,Machaneng,BW,-23.19,27.49,74.25,71,100,2.04,0.0,0.0
358,Berlevag,NO,70.86,29.09,28.4,63,75,19.46,0.0,0.0
359,Saint-Pierre,FR,48.95,4.24,43.0,100,90,3.36,0.0,0.0
360,Nouadhibou,MR,20.93,-17.03,68.0,72,0,13.87,0.0,0.0
361,Naze,NG,5.43,7.07,73.4,100,75,0.78,0.0,0.0
362,Severo-Kurilsk,RU,50.68,156.12,29.57,92,74,16.06,0.0,0.25
363,Halifax,CA,44.65,-63.58,46.0,60,75,10.29,0.0,0.0
364,Vila Velha,BR,-3.71,-38.6,86.0,62,85,12.75,0.0,0.0
365,Port Shepstone,ZA,-30.74,30.45,64.58,97,100,15.93,4.81,0.0
366,Nioro,GM,13.79,-15.05,89.53,19,100,8.48,0.0,0.0
367,Chicama,PE,-7.84,-79.15,68.0,72,20,11.41,0.0,0.0
368,Villa Rica,CO,3.18,-76.46,86.0,51,40,12.75,0.0,0.0
369,Mubi,NG,10.27,13.26,78.75,34,56,2.84,0.0,0.0
370,Taltal,CL,-25.41,-70.49,62.01,71,0,5.44,0.0,0.0
371,Leningradskiy,RU,69.38,178.42,16.72,59,68,7.4,0.0,0.0
372,Yerbogachen,RU,61.28,108.01,-10.81,95,100,7.4,0.0,0.0
373,Shieli,KZ,44.18,66.74,33.46,59,26,9.44,0.0,0.0
374,Coos Bay,US,43.37,-124.22,63.0,82,1,4.7,0.0,0.0
375,Texarkana,US,33.44,-94.04,73.0,43,1,8.05,0.0,0.0
376,Jacala,MX,21.0,-99.19,68.38,76,89,4.88,0.0,0.0
377,Rock Sound,BS,24.9,-76.2,76.41,71,0,21.68,0.13,0.0
378,Tateyama,JP,36.66,137.31,54.0,68,59,1.99,0.0,0.0
379,Tessalit,ML,20.2,1.01,76.12,12,99,11.65,0.0,0.0
380,Kamaishi,JP,39.28,141.86,43.34,74,100,6.76,0.0,0.0
381,Sampit,ID,-2.54,112.95,74.77,93,0,0.47,0.0,0.0
382,Comodoro Rivadavia,AR,-45.87,-67.48,60.8,55,20,27.51,0.0,0.0
383,Guerrero Negro,MX,27.97,-114.04,76.05,47,99,11.92,0.0,0.0
384,Labuhan,ID,-2.54,115.51,72.93,89,0,1.3,0.0,0.0
385,Mehamn,NO,71.03,27.85,28.4,63,75,19.46,0.0,0.0
386,High Level,CA,58.52,-117.13,5.0,71,5,3.36,0.0,0.0
387,Denpasar,ID,-8.65,115.22,73.54,89,47,3.36,0.0,0.0
388,Spencer,US,42.24,-71.99,51.8,45,90,13.87,0.0,0.0
389,Wamba,CD,2.14,27.99,69.08,93,100,3.47,0.13,0.0
390,Nemuro,JP,43.32,145.57,42.31,63,82,14.25,0.0,0.0
391,Shenkursk,RU,62.11,42.91,37.06,97,100,9.98,1.19,0.0
392,Langxiang,CN,46.95,128.87,34.45,97,100,3.96,0.0,0.0
393,Hovd,NO,63.83,10.7,25.0,68,75,11.41,0.0,0.0
394,Vardo,US,39.62,-77.74,57.99,70,1,6.93,0.0,0.0
395,Wanaka,NZ,-44.7,169.14,46.0,80,100,1.01,0.0,1.44
396,Nanning,CN,22.83,108.3,60.8,87,100,1.88,0.0,0.0
397,Salihorsk,BY,52.79,27.54,54.43,88,100,12.1,0.31,0.0
398,Danielskuil,ZA,-28.19,23.54,61.61,27,0,8.05,0.0,0.0
399,Hailey,US,43.52,-114.32,57.2,41,5,8.9,0.0,0.0
400,Krasnodon,UA,48.31,39.72,43.7,90,27,6.91,0.0,0.0
401,Banda,IN,28.24,80.11,65.37,36,0,6.26,0.0,0.0
402,Pontianak,ID,-0.02,109.34,75.04,94,27,0.27,0.13,0.0
403,Mackenzie,CA,55.34,-123.09,12.2,78,90,3.36,0.0,0.0
404,Zyryanka,RU,65.73,150.89,-1.57,97,100,3.51,0.0,0.13
405,Tenenkou,ML,14.46,-4.91,90.25,28,89,2.15,0.0,0.0
406,Nuuk,GL,64.17,-51.74,46.4,26,75,17.22,0.0,0.0
407,Cananeia,BR,-25.01,-47.93,71.73,97,100,2.21,0.56,0.0
408,Broken Hill,AU,-31.97,141.45,67.69,25,0,12.84,0.0,0.0
409,Seoul,KR,37.57,126.98,51.8,93,75,2.24,0.0,0.0
410,Nahrin,AF,36.06,69.13,38.05,69,0,0.74,0.0,0.0
411,Siloam Springs,US,36.19,-94.54,72.0,53,1,12.75,0.0,0.0
412,Pathanamthitta,IN,9.27,76.79,68.65,95,68,2.26,0.56,0.0
413,Solnechnyy,RU,50.72,136.64,21.63,76,100,2.37,0.0,0.0
414,Ballitoville,ZA,-29.54,31.21,66.2,93,75,14.99,0.0,0.0
415,Bundaberg,AU,-24.87,152.35,70.0,67,0,6.93,0.0,0.0
416,Yarada,IN,17.65,83.27,81.25,70,31,4.63,0.0,0.0
417,Murgab,TM,37.5,61.97,42.8,56,0,4.7,0.0,0.0
418,Kasamwa,TZ,-2.84,32.42,68.05,86,88,2.77,3.56,0.0
419,Cayenne,GF,4.94,-52.33,86.0,70,78,13.87,0.0,0.0
420,Pindiga,NG,9.98,10.93,80.92,37,68,0.98,0.0,0.0
421,Puerto Leguizamo,CO,-0.19,-74.78,84.24,74,92,3.4,0.81,0.0
422,Hofn,IS,64.25,-15.21,43.52,79,100,42.93,0.5,0.0
423,Roma,IT,41.89,12.48,57.2,71,40,10.29,0.0,0.0
424,Pacifica,US,37.61,-122.49,75.0,63,1,6.08,0.0,0.0
425,Port Blair,IN,11.67,92.75,81.43,70,0,0.49,0.0,0.0
426,Palembang,ID,-2.99,104.76,75.74,89,70,2.21,0.0,0.0
427,Richards Bay,ZA,-28.77,32.06,70.72,92,100,23.26,12.63,0.0
428,Bathsheba,BB,13.22,-59.52,80.6,83,40,14.99,0.0,0.0
429,Gagnoa,CI,6.13,-5.95,73.42,94,20,1.54,0.44,0.0
430,Jacksonville,US,30.33,-81.66,73.0,40,1,6.93,0.0,0.0
431,Meulaboh,ID,4.14,96.13,79.47,79,100,5.48,3.63,0.0
432,Antalaha,MG,-14.9,50.28,78.01,74,100,10.16,0.0,0.0
433,Kitgum,UG,3.3,32.88,70.34,74,51,1.25,0.0,0.0
434,Lenger,KZ,42.18,69.89,33.8,37,0,2.24,0.0,0.0
435,Peniche,PT,39.36,-9.38,57.2,100,90,4.7,0.0,0.0
436,Moba,CD,-7.04,29.77,80.17,71,82,6.69,0.0,0.0
437,Roebourne,AU,-20.77,117.15,73.83,31,0,7.92,0.0,0.0
438,Arica,CL,-18.48,-70.32,69.8,64,73,11.41,0.0,0.0
439,San Julian,PH,11.75,125.45,77.95,80,100,6.11,0.0,0.0
440,Bowen,AU,-20.01,148.25,68.0,74,0,4.09,0.0,0.0
441,Margate,AU,-43.03,147.26,53.01,71,75,10.29,0.0,0.0
442,Leshukonskoye,RU,64.9,45.76,23.13,97,100,3.53,0.0,0.13
443,Bukoba,TZ,-1.33,31.81,68.0,82,21,9.17,0.0,0.0
444,Camacha,PT,33.08,-16.33,66.2,68,40,12.75,0.0,0.0
445,La Jigua,EC,-1.06,-80.26,80.6,74,40,14.99,0.0,0.0
446,Burnie,AU,-41.05,145.91,55.0,87,99,1.99,0.0,0.0
447,Oistins,BB,13.07,-59.53,80.6,83,40,14.99,0.0,0.0
448,Ocampo,MX,27.32,-102.4,74.89,44,78,3.76,0.0,0.0
449,Shimoda,JP,34.7,138.93,57.2,87,75,2.24,0.0,0.0
450,Leirvik,NO,59.78,5.5,32.0,86,0,8.05,0.0,0.0
451,Verkhnyaya Inta,RU,65.99,60.32,12.6,82,100,15.7,0.0,0.0
452,Te Anau,NZ,-45.41,167.72,41.79,86,100,5.77,0.13,0.0
453,Ovre Ardal,NO,61.32,7.8,17.6,100,2,10.29,0.0,0.0
454,Kutum,SD,14.2,24.66,69.26,23,0,5.5,0.0,0.0
455,Lazarev,RU,52.23,141.51,29.12,63,94,12.68,0.0,0.0
456,Hvide Sande,DK,56.01,8.13,43.0,93,100,3.36,0.0,0.0
457,Linxia,CN,35.6,103.21,32.61,49,33,1.95,0.0,0.0
458,Saiha,IN,22.49,92.98,63.55,94,76,3.15,0.0,0.0
459,Port Hedland,AU,-20.31,118.58,68.0,82,84,6.93,0.0,0.0
460,Sinj,HR,43.7,16.64,53.6,81,20,5.82,0.0,0.0
461,Namibe,AO,-15.19,12.15,76.75,83,87,5.99,0.0,0.0
462,Princeton,US,40.35,-74.66,55.99,43,90,6.69,0.0,0.0
463,Moussoro,TD,13.64,16.49,87.37,11,100,8.05,0.0,0.0
464,Tabou,CI,4.42,-7.36,76.26,93,6,3.44,0.0,0.0
465,Timra,SE,62.49,17.33,23.0,73,90,9.17,0.0,0.0
466,Chilakalurupet,IN,16.09,80.17,72.21,88,0,3.09,0.0,0.0
467,Yulara,AU,-25.24,130.99,57.2,16,68,5.82,0.0,0.0
468,Muisne,EC,0.61,-80.02,75.25,84,99,9.75,0.0,0.0
469,Rutland,US,43.61,-72.97,44.6,45,90,17.22,0.0,0.0
470,Saraland,US,30.82,-88.07,73.4,60,75,6.93,0.0,0.0
471,Maragogi,BR,-9.01,-35.22,79.52,76,57,15.14,0.0,0.0
472,Strelka,RU,58.08,93.03,-7.14,97,98,5.55,0.0,0.0
473,Dondo,MZ,-19.62,34.74,78.8,74,20,8.05,0.0,0.0
474,Mildura,AU,-34.18,142.16,55.0,58,8,5.82,0.0,0.0
475,Pisco,PE,-13.71,-76.2,71.6,30,75,10.29,0.0,0.0
476,Tupik,RU,54.43,119.94,9.19,89,100,7.9,0.0,0.19
477,Urmary,RU,55.68,47.94,33.8,89,90,11.18,0.0,0.0
478,Kaputa,ZM,-8.47,29.66,69.4,77,78,2.82,0.69,0.0
479,Poum,MK,41.28,20.71,46.4,81,40,2.24,0.0,0.0
480,Bilma,NE,18.69,12.92,78.66,14,53,7.99,0.0,0.0
481,Divnomorskoye,RU,44.5,38.13,61.88,60,0,4.83,0.0,0.0
482,Jimma,ET,7.67,36.84,58.23,86,100,2.06,0.0,0.0
483,Boueni,YT,-12.9,45.08,80.6,83,53,4.7,0.0,0.0
484,Half Moon Bay,US,37.46,-122.43,75.0,72,1,4.7,0.0,0.0
485,Mangrol,IN,25.33,76.51,70.32,50,0,5.17,0.0,0.0
486,Adiake,CI,5.29,-3.3,82.4,83,20,3.36,0.0,0.0
487,Hemnesberget,NO,66.23,13.61,24.8,77,0,2.24,0.0,0.0
488,Ketchikan,US,55.34,-131.65,46.4,93,90,18.34,0.0,0.0
489,Toora-Khem,RU,52.47,96.11,5.88,87,99,2.62,0.0,0.0
490,Pangnirtung,CA,66.15,-65.72,23.0,67,40,3.36,0.0,0.0
491,Mahibadhoo,MV,3.78,72.97,81.54,75,69,6.93,6.19,0.0
492,Bang Saphan,TH,11.21,99.51,74.71,80,98,5.12,0.0,0.0
493,Ercis,TR,39.03,43.36,33.8,74,0,5.08,0.0,0.0
494,Pitimbu,BR,-7.47,-34.81,80.6,74,20,13.87,0.0,0.0
495,Lethem,GY,3.38,-59.8,93.36,43,100,10.27,0.0,0.0
496,Quatre Cocos,MU,-20.21,57.76,72.0,94,40,3.36,0.0,0.0
497,Kisaran,ID,2.98,99.62,73.45,96,100,1.9,0.0,0.0
498,Geraldton,CA,49.72,-86.95,8.6,65,90,8.05,0.0,0.0
499,Upernavik,GL,72.79,-56.15,23.81,62,90,7.02,0.0,0.0
500,Ekuvukeni,ZA,-28.47,30.16,62.22,85,18,2.24,0.75,0.0
501,Faya,SA,18.39,42.45,60.8,71,0,5.03,0.0,0.0
502,Timbiqui,CO,2.77,-77.67,78.17,93,100,5.88,6.25,0.0
503,Mizdah,LY,31.45,12.98,58.05,43,0,13.29,0.0,0.0
504,La Ronge,CA,55.1,-105.3,5.0,65,90,14.99,0.0,0.0
505,Catuday,PH,16.29,119.81,81.09,73,77,0.98,0.0,0.0
506,Hobyo,SO,5.35,48.53,78.31,79,3,12.37,0.0,0.0
507,Morristown,US,36.21,-83.29,64.4,39,1,8.05,0.0,0.0
508,Kampong Cham,KH,11.99,105.46,71.56,94,100,6.58,1.19,0.0
509,Lewisporte,CA,49.25,-55.06,35.6,47,20,8.05,0.0,0.0
510,Petauke,ZM,-14.25,31.33,71.82,70,95,7.07,0.0,0.0
511,Boden,SE,65.83,21.69,12.2,85,97,12.75,0.0,0.0
512,Eureka,US,40.8,-124.16,62.01,76,1,5.82,0.0,0.0
513,Moree,AU,-29.46,149.84,59.0,33,0,6.2,0.0,0.0
514,Rome,IT,41.89,12.48,57.2,71,40,10.29,0.0,0.0
515,Tarko-Sale,RU,64.92,77.78,-9.41,96,0,12.1,0.0,0.0
516,Norman Wells,CA,65.28,-126.83,5.0,77,5,4.7,0.0,0.0
517,General Pico,AR,-35.66,-63.75,83.59,23,45,16.64,0.0,0.0
518,Yeppoon,AU,-23.13,150.74,60.8,67,0,4.7,0.0,0.0
519,Wagga Wagga,AU,-35.12,147.37,59.0,81,80,5.82,0.0,0.0
520,Havoysund,NO,71.0,24.66,26.6,79,75,18.34,0.0,0.0
521,Teshie,GH,5.58,-0.11,73.4,100,20,5.82,0.0,0.0
522,Nalut,LY,31.86,10.98,57.36,25,81,2.19,0.0,0.0
523,Sorong,ID,-0.86,131.25,71.37,98,13,1.86,0.0,0.0
524,Vostok,RU,46.45,135.83,33.31,97,100,3.58,0.31,0.0
525,Axim,GH,4.87,-2.24,76.89,91,99,3.53,0.19,0.0
526,Bubaque,GW,11.28,-15.83,83.5,69,37,14.2,0.0,0.0
527,Kaihua,CN,29.14,118.41,50.0,73,3,1.05,0.0,0.0
528,Ialibu,PG,-6.28,143.99,59.95,99,100,1.41,6.63,0.0
529,Key West,US,47.93,-96.78,16.0,78,90,11.41,0.0,0.0
530,Carlyle,CA,49.63,-102.27,10.4,66,90,17.22,0.0,0.0
531,Baker City,US,44.77,-117.83,57.2,58,20,5.82,0.0,0.0
532,Senanga,ZM,-16.1,23.3,73.38,68,26,3.44,1.56,0.0
533,Mayo,CA,63.59,-135.9,-20.21,75,20,3.27,0.0,0.0
534,Ushtobe,KZ,45.25,77.98,40.05,90,100,13.87,2.19,0.0
535,Borogontsy,RU,62.67,131.17,-16.75,94,41,0.36,0.0,0.0
536,Calama,CL,-22.46,-68.93,77.0,8,66,23.04,0.0,0.0
537,Goderich,CA,43.74,-81.71,41.0,86,100,11.99,0.0,0.0
538,Forio,IT,40.73,13.86,64.0,76,40,5.82,0.0,0.0
539,Mazagao,BR,-0.12,-51.29,91.4,52,20,13.87,0.0,0.0
540,Caravelas,BR,-17.73,-39.27,75.24,79,64,11.01,0.0,0.0
541,Kuruman,ZA,-27.46,23.43,75.0,23,0,11.52,0.0,0.0
542,Tiarei,PF,-17.53,-149.33,84.2,66,75,4.7,0.0,0.0
543,Maumere,ID,-8.63,122.22,76.23,73,100,3.27,0.0,0.0
544,Gondal,IN,21.96,70.8,79.0,55,36,3.96,0.0,0.0
545,Siverek,TR,37.75,39.32,62.6,21,0,2.24,0.0,0.0
546,Eastbourne,GB,54.52,-1.53,43.0,93,75,4.7,0.0,0.0
547,Keetmanshoop,NA,-26.57,18.15,75.2,25,0,14.99,0.0,0.0
548,Panguna,PG,-6.32,155.48,73.45,85,100,0.49,0.0,0.0
549,Wanning,AT,48.64,13.53,37.99,100,75,2.24,0.0,0.0
550,Camacupa,AO,-12.02,17.48,64.2,96,100,3.76,2.5,0.0
551,North Battleford,CA,52.78,-108.3,5.0,65,75,13.87,0.0,0.0
552,Bud,NO,62.91,6.91,28.4,73,40,10.29,0.0,0.0
